date,T1,T1_e,T1_c,T2,T2_e,T2_c,T3,T3_e,T3_c,T4,T4_e,T4_c,T5,T5_e,T5_c,T6,T6_e,T6_c
2016-04-03 03:30:00,20.82333333333329,0.00148344357413,False,19.0,0.0003085212701989,False,21.6,0.0005571043404052,False,19.6,9.139384506849647e-05,False,19.29,0.0009504560831933,False,12.0,0.0854299435777637,False
2016-04-03 03:40:00,20.79,0.0002084453716466,False,19.0,0.0002862248948076,False,21.6,0.0005585458880523,False,19.6,0.0008251943532378,False,19.23,0.0008509199503808,False,12.0,0.1978736762284809,False
2016-04-03 03:50:00,20.79,0.0006610115067101,False,19.0,0.0003262572136009,False,21.6,0.0005595380325394,False,19.6333333333333,0.000854964833721,False,19.29,0.0105238526580446,False,11.89,0.0846355062797111,False
2016-04-03 04:00:00,20.79,0.0008813159468641,False,19.0,0.0003635796347225,False,21.6,0.000560350441956,False,19.6333333333333,8.395645807925272e-05,False,19.29,0.0001880965205433,False,11.89,0.1760858897732139,False
2016-04-03 04:10:00,20.79,0.001012958636094,False,19.0,0.0003973524180764,False,21.6,0.0005609827234002,False,19.6,0.0005183132832461,False,19.29,0.0015981694691813,False,11.8,0.1029478989081694,False
2016-04-03 04:20:00,20.79,0.0011811318945197,False,19.0,0.0004289827520551,False,21.6666666666667,0.0081655051330481,False,19.6,0.0006919935812766,False,19.23,0.0010976093561388,False,11.8,0.1675753977242863,False
2016-04-03 04:30:00,20.79,0.0011015002974832,False,19.0,0.0004552892969513,False,21.6666666666667,4.615237331807074e-06,False,19.6,3.1569425627838023e-05,False,19.2,0.0002157293797062,False,11.86,0.2121358918454742,False
2016-04-03 04:40:00,20.79,0.0009450539471813,False,19.0,0.0004756992893817,False,21.7,0.0026421946682966,False,19.6,1.4403864188363386e-05,False,19.2,0.0008513473067432,False,11.8,0.1036670054876963,False
2016-04-03 04:50:00,20.79,0.0008282347545551,False,19.0,0.0004910468269372,False,21.7,0.0003522208431968,False,19.6,8.702017890757738e-05,False,19.2,0.0009423680209146,False,11.86,0.2220279559985745,False
2016-04-03 05:00:00,20.79,0.0007350629997031,False,18.89,0.0175337748978285,False,21.6666666666667,0.000104738787841,False,19.6,5.811456590893051e-05,False,19.29,0.0144756116912698,False,11.8,0.101599252237102,False
2016-04-03 05:10:00,20.79,0.0006593452590109,False,18.89,5.383433832312974e-07,False,21.6666666666667,0.0013910610582089,False,19.6,6.325438167552861e-05,False,19.29,0.000191882269975,False,11.8,0.1461206210893948,False
