Date,T1,T1_e,T1_c
2016-04-02 22:20:00,20.921252605697013,0.20140011608600616,False
2016-04-02 22:30:00,20.93132525350144,1.012274980545044,True
2016-04-02 22:40:00,21.04954467592126,2.30904483795166,True
2016-04-02 22:50:00,21.13935831098553,1.8999677896499634,True
2016-04-02 23:00:00,20.87504486942454,1.9767613410949707,True
2016-04-02 23:10:00,20.963890619091227,1.599509358406067,True
2016-04-02 23:20:00,20.91802597438944,1.4149394035339355,True
2016-04-02 23:30:00,20.98549468575184,0.8101125955581665,True
2016-04-02 23:40:00,20.96948721364989,0.5042883157730103,True
2016-04-02 23:50:00,20.87769608577387,0.787268340587616,True
2016-04-03 00:00:00,20.961493410269988,0.595656156539917,True
2016-04-03 00:10:00,21.049629791178894,0.27574679255485535,False
2016-04-03 00:20:00,21.040182945591635,0.06545425951480865,False
2016-04-03 00:30:00,20.8391950973619,0.2465539276599884,False
2016-04-03 00:40:00,20.896621058274068,0.19318778812885284,False
2016-04-03 00:50:00,21.05265968701393,0.13179732859134674,False
2016-04-03 01:00:00,20.76510140912045,0.30832603573799133,False
2016-04-03 01:10:00,20.85923026240879,0.08473006635904312,False
2016-04-03 01:20:00,20.9370925539249,0.005439838860183954,False
2016-04-03 01:30:00,20.884177651597646,0.033718571066856384,False
2016-04-03 01:40:00,20.83466712326512,0.02561032772064209,False
2016-04-03 01:50:00,20.75369650295487,0.010592243634164333,False
2016-04-03 02:00:00,20.918319068778864,0.0028245358262211084,False
2016-04-03 02:10:00,20.83081511537475,0.0019845273345708847,False
2016-04-03 02:20:00,20.92268642711313,0.028524477034807205,False
2016-04-03 02:30:00,21.040470416976408,0.2050250619649887,False
2016-04-03 02:40:00,20.889211072164642,0.14586132764816284,False
2016-04-03 02:50:00,20.930614966893664,0.1294727474451065,False
2016-04-03 03:00:00,20.87189544600773,0.0607641376554966,False
2016-04-03 03:10:00,20.98574920380449,0.14890742301940918,False
2016-04-03 03:20:00,20.9609685863787,0.2967590391635895,False
2016-04-03 03:30:00,20.9594138686792,0.40173694491386414,True
2016-04-03 03:40:00,20.653052869646913,0.14036905765533447,False
2016-04-03 03:50:00,20.80182741942711,0.15612180531024933,False
2016-04-03 04:00:00,20.943508179499247,0.13826321065425873,False
2016-04-03 04:10:00,20.67649043199793,0.0010052613215520978,False
2016-04-03 04:20:00,20.740793360037717,0.002104391111060977,False
2016-04-03 04:30:00,20.74209350672133,0.005312853958457708,False
2016-04-03 04:40:00,20.70827876882281,0.035412777215242386,False
2016-04-03 04:50:00,20.79000981580948,0.05736301466822624,False
2016-04-03 05:00:00,20.747219228761832,0.07519947737455368,False
2016-04-03 05:10:00,20.854806910837475,0.11658010631799698,False
2016-04-03 05:20:00,20.776328612744404,0.16024087369441986,False
2016-04-03 05:30:00,20.87624694066049,0.3935941755771637,True
2016-04-03 05:40:00,20.72973717281955,0.3572135269641876,False
2016-04-03 05:50:00,20.88938964508241,0.3125748634338379,False
2016-04-03 06:00:00,20.79895939928361,0.0997222289443016,False
2016-04-03 06:10:00,20.75490809842566,0.07216362655162811,False
2016-04-03 06:20:00,20.88376145482051,0.28028643131256104,False
2016-04-03 06:30:00,20.977472030571736,0.3675330579280853,False
2016-04-03 06:40:00,20.73625032283769,0.2209872156381607,False
2016-04-03 06:50:00,20.69952271872517,0.24608629941940308,False
2016-04-03 07:00:00,20.664646474587187,0.21896904706954956,False
2016-04-03 07:10:00,20.771363738865965,0.18283596634864807,False
2016-04-03 07:20:00,20.89825919159479,0.35328689217567444,False
2016-04-03 07:30:00,20.710732292865128,0.1114729568362236,False
2016-04-03 07:40:00,20.872204088467818,0.26441559195518494,False
2016-04-03 07:50:00,20.813141577224886,0.4207557141780853,True
2016-04-03 08:00:00,20.86650987558789,0.5812154412269592,True
2016-04-03 08:10:00,20.723805245976912,0.37758687138557434,True
2016-04-03 08:20:00,20.824819764109787,0.24132566154003143,False
2016-04-03 08:30:00,20.875774054847078,0.24114017188549042,False
2016-04-03 08:40:00,20.833563039708807,0.2131003737449646,False
2016-04-03 08:50:00,20.90585577378367,0.35420578718185425,False
2016-04-03 09:00:00,20.871230712524934,0.2257087230682373,False
2016-04-03 09:10:00,20.755309182382653,0.04866946488618851,False
2016-04-03 09:20:00,20.77835617288955,0.04756493866443634,False
2016-04-03 09:30:00,20.63597965944364,0.04601125046610832,False
2016-04-03 09:40:00,20.905495226475594,0.3836965560913086,True
2016-04-03 09:50:00,20.818140959498386,0.16240274906158447,False
2016-04-03 10:00:00,21.09516538213198,0.3677319586277008,False
2016-04-03 10:10:00,23.10790198532517,6.498226642608643,True
