,date,T1,T1_class
0,2016-01-11 17:00:00,19.879024138695932,False
1,2016-01-11 17:10:00,19.74427952124694,False
2,2016-01-11 17:20:00,20.053746778508813,False
3,2016-01-11 17:30:00,20.010271386963957,False
4,2016-01-11 17:40:00,19.944420561994345,False
5,2016-01-11 17:50:00,19.967802566537745,False
6,2016-01-11 18:00:00,19.904437799489273,False
7,2016-01-11 18:10:00,19.936198105696032,False
8,2016-01-11 18:20:00,19.815392776308883,False
9,2016-01-11 18:30:00,19.85209490828984,False
10,2016-01-11 18:40:00,19.958743212223865,False
11,2016-01-11 18:50:00,20.04750847460231,False
12,2016-01-11 19:00:00,19.98460303466006,False
13,2016-01-11 19:10:00,20.377289925586894,False
14,2016-01-11 19:20:00,20.45130105676266,False
15,2016-01-11 19:30:00,20.358285062069395,False
16,2016-01-11 19:40:00,20.862404406123698,False
17,2016-01-11 19:50:00,20.815724774292274,False
18,2016-01-11 20:00:00,20.838790538655182,False
19,2016-01-11 20:10:00,20.763001214178406,False
20,2016-01-11 20:20:00,20.92551210580704,False
21,2016-01-11 20:30:00,21.006693871685975,False
22,2016-01-11 20:40:00,20.969227995358445,False
23,2016-01-11 20:50:00,21.150108694966296,False
24,2016-01-11 21:00:00,21.06593190370105,False
25,2016-01-11 21:10:00,21.361833118790987,False
26,2016-01-11 21:20:00,21.226856075297732,False
27,2016-01-11 21:30:00,21.48036490736575,False
28,2016-01-11 21:40:00,21.33894099567273,False
29,2016-01-11 21:50:00,21.427630154703632,False
30,2016-01-11 22:00:00,21.555577816313576,False
31,2016-01-11 22:10:00,21.664261212749818,False
32,2016-01-11 22:20:00,21.65940493734136,False
33,2016-01-11 22:30:00,21.658266637882825,False
34,2016-01-11 22:40:00,21.388838486145318,False
35,2016-01-11 22:50:00,21.455068250681094,False
36,2016-01-11 23:00:00,21.47530577081582,False
37,2016-01-11 23:10:00,21.640043261063713,False
38,2016-01-11 23:20:00,21.480810287943047,False
39,2016-01-11 23:30:00,21.46452548959059,False
40,2016-01-11 23:40:00,21.59032589839459,False
41,2016-01-11 23:50:00,21.299109616495784,False
42,2016-01-12 00:00:00,21.553807325020568,False
