,date,T1,T1_class
0,2016-01-11 17:00:00,19.816982470117374,False
1,2016-01-11 17:10:00,19.72051607183353,False
2,2016-01-11 17:20:00,19.81945149606597,False
3,2016-01-11 17:30:00,19.867123597931865,False
4,2016-01-11 17:40:00,19.988448314043005,False
5,2016-01-11 17:50:00,19.809846629151732,False
6,2016-01-11 18:00:00,19.83313279036724,False
7,2016-01-11 18:10:00,19.71361574322596,False
8,2016-01-11 18:20:00,19.844087635201998,False
9,2016-01-11 18:30:00,19.852147002766614,False
10,2016-01-11 18:40:00,19.83182744160303,False
11,2016-01-11 18:50:00,20.12288043396811,False
12,2016-01-11 19:00:00,20.213158098491085,False
13,2016-01-11 19:10:00,20.339527461194407,False
14,2016-01-11 19:20:00,20.369466321179747,False
15,2016-01-11 19:30:00,20.52925283874815,False
16,2016-01-11 19:40:00,20.771792521415282,False
17,2016-01-11 19:50:00,20.83147820062004,False
18,2016-01-11 20:00:00,20.86138548312592,False
19,2016-01-11 20:10:00,21.078386362144336,False
20,2016-01-11 20:20:00,20.911829299067485,False
21,2016-01-11 20:30:00,20.944379908955096,False
22,2016-01-11 20:40:00,20.882620774118692,False
23,2016-01-11 20:50:00,21.091841756859548,False
24,2016-01-11 21:00:00,21.319224300144413,False
25,2016-01-11 21:10:00,20.95813047521759,False
26,2016-01-11 21:20:00,21.20423261707847,False
27,2016-01-11 21:30:00,21.343695558146216,False
28,2016-01-11 21:40:00,21.229379031899473,False
29,2016-01-11 21:50:00,21.38627446919992,False
30,2016-01-11 22:00:00,21.565300396644073,False
31,2016-01-11 22:10:00,21.366137183337766,False
32,2016-01-11 22:20:00,21.572262302518318,False
33,2016-01-11 22:30:00,21.746175073816556,False
34,2016-01-11 22:40:00,21.678184364942286,False
35,2016-01-11 22:50:00,21.442723481179787,False
36,2016-01-11 23:00:00,21.417990944061927,False
37,2016-01-11 23:10:00,21.601551925313363,False
38,2016-01-11 23:20:00,21.697511813530596,False
39,2016-01-11 23:30:00,21.482711765585783,False
40,2016-01-11 23:40:00,21.700863251786604,False
41,2016-01-11 23:50:00,21.408372139429673,False
42,2016-01-12 00:00:00,21.361735149081635,False
43,2016-01-12 00:10:00,21.313940647179948,False
44,2016-01-12 00:20:00,21.245375471529073,False
45,2016-01-12 00:30:00,21.245627230449276,False
46,2016-01-12 00:40:00,21.09592787886534,False
47,2016-01-12 00:50:00,21.195941454522362,False
48,2016-01-12 01:00:00,20.903932987166563,False
49,2016-01-12 01:10:00,20.93286105142018,False
50,2016-01-12 01:20:00,21.06613464767078,False
51,2016-01-12 01:30:00,21.093223769337587,False
52,2016-01-12 01:40:00,20.997337007861717,False
53,2016-01-12 01:50:00,20.788776263055222,False
54,2016-01-12 02:00:00,20.773725986183077,False
55,2016-01-12 02:10:00,20.689627928094566,False
56,2016-01-12 02:20:00,20.695614933342476,False
57,2016-01-12 02:30:00,20.740533447506312,False
58,2016-01-12 02:40:00,20.70439458566278,False
59,2016-01-12 02:50:00,20.682204084061297,False
60,2016-01-12 03:00:00,20.56434629284492,False
61,2016-01-12 03:10:00,20.340484855328263,False
62,2016-01-12 03:20:00,20.42133760669171,False
63,2016-01-12 03:30:00,20.430265651515644,False
64,2016-01-12 03:40:00,20.451094390850944,False
65,2016-01-12 03:50:00,20.541196881972493,False
66,2016-01-12 04:00:00,20.214947736866254,False
67,2016-01-12 04:10:00,20.19073359592513,False
68,2016-01-12 04:20:00,20.056039377502945,False
69,2016-01-12 04:30:00,20.217132941312695,False
70,2016-01-12 04:40:00,20.028799765819286,False
71,2016-01-12 04:50:00,20.010226994840174,False
72,2016-01-12 05:00:00,20.16011441744565,False
