,date,T1,T1_class
0,2016-01-11 17:00:00,20.052469932658873,False
1,2016-01-11 17:10:00,19.73837384217385,False
2,2016-01-11 17:20:00,19.899521516669633,False
3,2016-01-11 17:30:00,19.873996685436353,False
4,2016-01-11 17:40:00,20.002021138618055,False
5,2016-01-11 17:50:00,19.853110561587588,False
6,2016-01-11 18:00:00,19.843178933113567,False
7,2016-01-11 18:10:00,19.794872895512036,False
8,2016-01-11 18:20:00,19.69846897292635,False
9,2016-01-11 18:30:00,19.89181217047904,False
10,2016-01-11 18:40:00,19.811856375197987,False
11,2016-01-11 18:50:00,20.0682781287288,False
12,2016-01-11 19:00:00,20.15508966071465,False
13,2016-01-11 19:10:00,20.171462303831053,False
14,2016-01-11 19:20:00,20.419545318448815,False
15,2016-01-11 19:30:00,20.39502472066934,False
16,2016-01-11 19:40:00,20.656350243791287,False
17,2016-01-11 19:50:00,20.766145672821118,False
18,2016-01-11 20:00:00,20.94926864965129,False
19,2016-01-11 20:10:00,20.808469552534703,False
20,2016-01-11 20:20:00,20.989336602645075,False
21,2016-01-11 20:30:00,21.01530826331947,False
22,2016-01-11 20:40:00,21.09480033685831,False
23,2016-01-11 20:50:00,21.098517539305476,False
24,2016-01-11 21:00:00,21.214860571251055,False
25,2016-01-11 21:10:00,21.228761750945406,False
26,2016-01-11 21:20:00,21.302199201734304,False
27,2016-01-11 21:30:00,21.150299233898135,False
28,2016-01-11 21:40:00,21.56531920219897,False
29,2016-01-11 21:50:00,21.570278854343186,False
30,2016-01-11 22:00:00,21.594032152748632,False
31,2016-01-11 22:10:00,21.437272280066956,False
32,2016-01-11 22:20:00,21.447998899001693,False
33,2016-01-11 22:30:00,21.523629560494744,False
34,2016-01-11 22:40:00,21.463221220280314,False
35,2016-01-11 22:50:00,21.554703063450464,False
36,2016-01-11 23:00:00,21.533013242341372,False
37,2016-01-11 23:10:00,21.532683854801686,False
38,2016-01-11 23:20:00,21.646049839402714,False
39,2016-01-11 23:30:00,21.519010358374032,False
40,2016-01-11 23:40:00,21.439276041976672,False
41,2016-01-11 23:50:00,21.452103734694468,False
42,2016-01-12 00:00:00,21.281366409291472,False
43,2016-01-12 00:10:00,21.253382746229914,False
44,2016-01-12 00:20:00,21.315156966661707,False
45,2016-01-12 00:30:00,21.280758163400556,False
46,2016-01-12 00:40:00,21.03765826093136,False
47,2016-01-12 00:50:00,21.21800061318938,False
48,2016-01-12 01:00:00,21.07754707747871,False
49,2016-01-12 01:10:00,21.217055159351844,False
50,2016-01-12 01:20:00,20.802070103133307,False
51,2016-01-12 01:30:00,20.995173206359016,False
52,2016-01-12 01:40:00,20.84908935932749,False
53,2016-01-12 01:50:00,20.85577487188315,False
54,2016-01-12 02:00:00,20.80621754162243,False
55,2016-01-12 02:10:00,20.800421878703695,False
56,2016-01-12 02:20:00,20.760486725902684,False
57,2016-01-12 02:30:00,20.68657114744171,False
58,2016-01-12 02:40:00,20.532590746612783,False
59,2016-01-12 02:50:00,20.31204841926744,False
60,2016-01-12 03:00:00,20.623309663738784,False
61,2016-01-12 03:10:00,20.48777152238114,False
62,2016-01-12 03:20:00,20.56894654331485,False
63,2016-01-12 03:30:00,20.527632566273947,False
64,2016-01-12 03:40:00,20.48369753360876,False
65,2016-01-12 03:50:00,20.379962181895845,False
66,2016-01-12 04:00:00,20.245764300115457,False
67,2016-01-12 04:10:00,20.342022090023193,False
68,2016-01-12 04:20:00,20.2989800708948,False
