,date,T1,T1_class
0,2016-01-11 17:00:00,19.89,False
1,2016-01-11 17:10:00,19.89,False
2,2016-01-11 17:20:00,19.89,False
3,2016-01-11 17:30:00,19.89,False
4,2016-01-11 17:40:00,19.89,False
5,2016-01-11 17:50:00,19.89,False
6,2016-01-11 18:00:00,19.89,False
7,2016-01-11 18:10:00,19.8566666666667,False
8,2016-01-11 18:20:00,19.79,False
9,2016-01-11 18:30:00,19.8566666666667,False
10,2016-01-11 18:40:00,19.9266666666667,False
11,2016-01-11 18:50:00,20.066666666666695,False
12,2016-01-11 19:00:00,20.1333333333333,False
13,2016-01-11 19:10:00,20.26,False
14,2016-01-11 19:20:00,20.4266666666667,False
15,2016-01-11 19:30:00,20.566666666666695,False
16,2016-01-11 19:40:00,20.73,False
17,2016-01-11 19:50:00,20.8566666666667,False
18,2016-01-11 20:00:00,20.89,False
19,2016-01-11 20:10:00,20.89,False
20,2016-01-11 20:20:00,20.89,False
21,2016-01-11 20:30:00,20.963333333333296,False
22,2016-01-11 20:40:00,21.033333333333296,False
23,2016-01-11 20:50:00,21.1,False
24,2016-01-11 21:00:00,21.1333333333333,False
25,2016-01-11 21:10:00,21.2,False
26,2016-01-11 21:20:00,21.29,False
27,2016-01-11 21:30:00,21.3566666666667,False
28,2016-01-11 21:40:00,21.39,False
29,2016-01-11 21:50:00,21.5,False
30,2016-01-11 22:00:00,21.5,False
31,2016-01-11 22:10:00,21.533333333333296,False
32,2016-01-11 22:20:00,21.6,False
33,2016-01-11 22:30:00,21.6,False
34,2016-01-11 22:40:00,21.6,False
35,2016-01-11 22:50:00,21.6,False
36,2016-01-11 23:00:00,21.6,False
37,2016-01-11 23:10:00,21.6,False
38,2016-01-11 23:20:00,21.6,False
39,2016-01-11 23:30:00,21.5,False
40,2016-01-11 23:40:00,21.5,False
41,2016-01-11 23:50:00,21.39,False
42,2016-01-12 00:00:00,21.39,False
43,2016-01-12 00:10:00,21.29,False
44,2016-01-12 00:20:00,21.29,False
45,2016-01-12 00:30:00,21.26,False
46,2016-01-12 00:40:00,21.2,False
47,2016-01-12 00:50:00,21.1666666666667,False
48,2016-01-12 01:00:00,21.075,False
49,2016-01-12 01:10:00,21.0,False
50,2016-01-12 01:20:00,21.0,False
51,2016-01-12 01:30:00,20.9266666666667,False
52,2016-01-12 01:40:00,20.89,False
53,2016-01-12 01:50:00,20.89,False
54,2016-01-12 02:00:00,20.79,False
55,2016-01-12 02:10:00,20.79,False
56,2016-01-12 02:20:00,20.7,False
57,2016-01-12 02:30:00,20.7,False
58,2016-01-12 02:40:00,20.6,False
59,2016-01-12 02:50:00,20.6,False
60,2016-01-12 03:00:00,20.566666666666695,False
61,2016-01-12 03:10:00,20.5,False
62,2016-01-12 03:20:00,20.5,False
63,2016-01-12 03:30:00,20.4266666666667,False
64,2016-01-12 03:40:00,20.39,False
65,2016-01-12 03:50:00,20.39,False
66,2016-01-12 04:00:00,20.29,False
67,2016-01-12 04:10:00,20.29,False
68,2016-01-12 04:20:00,20.23,False
69,2016-01-12 04:30:00,20.2,False
70,2016-01-12 04:40:00,20.2,False
71,2016-01-12 04:50:00,20.1666666666667,False
72,2016-01-12 05:00:00,20.1,False
73,2016-01-12 05:10:00,20.1,False
74,2016-01-12 05:20:00,20.033333333333296,False
75,2016-01-12 05:30:00,20.0,False
76,2016-01-12 05:40:00,20.0,False
77,2016-01-12 05:50:00,20.0,False
78,2016-01-12 06:00:00,19.9266666666667,False
79,2016-01-12 06:10:00,19.89,False
80,2016-01-12 06:20:00,19.89,False
81,2016-01-12 06:30:00,19.89,False
82,2016-01-12 06:40:00,19.89,False
83,2016-01-12 06:50:00,19.89,False
84,2016-01-12 07:00:00,19.823333333333295,False
85,2016-01-12 07:10:00,19.8566666666667,False
86,2016-01-12 07:20:00,19.79,False
87,2016-01-12 07:30:00,19.79,False
88,2016-01-12 07:40:00,19.79,False
89,2016-01-12 07:50:00,19.79,False
90,2016-01-12 08:00:00,19.79,False
91,2016-01-12 08:10:00,19.79,False
92,2016-01-12 08:20:00,19.89,False
93,2016-01-12 08:30:00,19.89,False
94,2016-01-12 08:40:00,19.89,False
95,2016-01-12 08:50:00,19.89,False
96,2016-01-12 09:00:00,19.8566666666667,False
97,2016-01-12 09:10:00,19.79,False
98,2016-01-12 09:20:00,19.79,False
99,2016-01-12 09:30:00,19.79,False
100,2016-01-12 09:40:00,19.76,False
101,2016-01-12 09:50:00,19.7,False
102,2016-01-12 10:00:00,19.7,False
103,2016-01-12 10:10:00,19.7,False
104,2016-01-12 10:20:00,19.73,False
105,2016-01-12 10:30:00,19.79,False
106,2016-01-12 10:40:00,19.89,False
107,2016-01-12 10:50:00,19.89,False
108,2016-01-12 11:00:00,19.89,False
109,2016-01-12 11:10:00,20.0,False
110,2016-01-12 11:20:00,20.0,False
111,2016-01-12 11:30:00,20.0,False
112,2016-01-12 11:40:00,20.0,False
113,2016-01-12 11:50:00,20.0,False
114,2016-01-12 12:00:00,20.0,False
115,2016-01-12 12:10:00,20.033333333333296,False
116,2016-01-12 12:20:00,20.1,False
117,2016-01-12 12:30:00,20.1,False
118,2016-01-12 12:40:00,20.1,False
119,2016-01-12 12:50:00,20.1,False
120,2016-01-12 13:00:00,20.1666666666667,False
121,2016-01-12 13:10:00,20.1,False
122,2016-01-12 13:20:00,20.1,False
123,2016-01-12 13:30:00,20.066666666666695,False
124,2016-01-12 13:40:00,20.0,False
125,2016-01-12 13:50:00,20.0,False
126,2016-01-12 14:00:00,20.0,False
127,2016-01-12 14:10:00,20.0,False
128,2016-01-12 14:20:00,20.0,False
129,2016-01-12 14:30:00,20.0,False
130,2016-01-12 14:40:00,20.0,False
